tweet,sentimen
"@gojekindonesia selamat siang admin, barusan teman saya ada yg ditipu mengatas namakan gojek. apakah bisa ditindak lanjuti?",0
"Kenapa kalau mas2 Go Send harus foto muka setiap delivery ya? Shouldn't it be our right to not get our picture taken, @gojekindonesia? I js told one of them to take the pic of my hands and not my damn face 🙄",0
"@gojekindonesia min, knp gobox brmslah? Aku mw pke ktny tdk ada koneksi inet? Gmn ini  pic.twitter.com/08jJqOC2z3",0
DM aja kak,0
DUAARRR DUAARRR GOJEK PANUTANQ,0
Mau dong!,0
"Hai Pipit, mohon maaf atas ketidaknyamanannya. Silakan informasikan nomor order yang Anda keluhkan melalui DM ya. Terima kasih ^yun",0
@gojekindonesia hai gojek saya mau tny,0
dear @awkarin @gojekindonesia bantuannya untuk bapak yang satu ini:),0
Hahahh iyaa baik kya masnya😂,0
Kontoolll itu semenjak lo mainin pake order prioritas makanya driver lain gagu,0
"Waaaaaah, ha ha... Siap siap siapp :)",0
"Marah saja kurang, seret presiden ke @MPRnews impeachment ..sdh cukup bukti Presiden tak mampu atasi penghinaan kedaulatan NKRI dg bintang kejora se maunya MHS Papua .. para dubes dan NGO punya prediksi Presiden lemah bahkan Takut @SumaUI @Metro_TV @gojekindonesia @BEMUndip_ https://twitter.com/Indriekirani/status/1167319217441398791 …",0
@gojekindonesia min bikin nikah paylater dong,0
"Hai, untuk keluhan Anda akan kami proses. Mohon follow kami dan menunggu updatenya melalui DM. Terima kasih ^yun",0
"tolong😭
@gojekindonesia @awkarin",0
Tuh ci.. Beneran dipake pic.twitter.com/fMLO5t74su,0
"@RealGeprekBensu @gojekindonesia hari ini order geprek via gofood, pas terima orderan, ayamnya sperti dah dimakan sebelumnya. Hrs komplen kemana nih..???  pic.twitter.com/IuQn8CK8Tw",0
Ya rabb gemes gua wkwkwk,0
promo gofood dong minnn  @gojekindonesia,0
"14. Jadi tidak hanya akun gw diretas, cc gw curi, no gw jg, Dan kayaknya, no hape di @JDid udah semacam NIK, nomor konsumer. Tahu 1 no telp, lo bisa retas semua akunnya.Dan ngga kemungkinan, akun gopay @gojekindonesia yg terintegrasi di akun jdid dan juga no. Sama. Bisa Diretas",0
Sakit jiwa RT ... @SumaUI @LBH_Jakarta @SuaraPapua @FreeWestPapua @jatengpedia @gojekindonesia @GrabID @Metro_TV @BEMUndip_ @fisipolugm @desyntaaa @nanda_nestia @pribumi_org @fahiraidris @rinspiratif @KompasTV @unklabgrads @rmptsehat @rux @arifahwulans @astriewulandari @e100ss https://twitter.com/w_runturambi/status/1167234577514946561 …,0
"Dapet voucher casback 74rb gobill gue bayarin buat bayar listrik, sampe skrng cashback nya kaga ada ? @gojekindonesia",0
"kalo Grab sih langsung, gatau kalo gojek,mungkin skrg udh bisa langsung muncul, dulu sih di gojek nunggu 3 hari baru nongol",0
😭,0
Hola @gojekindonesia kalo ada driver go-car yg tdk senyum sapa... cm HEMH wkt sy konfirmasi nama pemesan...boleh sy kasi bintang 2? 😑😑,0
@gojekindonesia ada promo diamond mlbb?,0
Wahyu adalah cerminan kita semua 🤣,0
"Eh, emang bs lgsg ketauan dg cpt ya kalo customer koment di aplikasi. Atau gmn sih? Kalo app driver gojek, komen masuk di app gada semacem notif dan gak lgsg keluar hari itu juga. CMIIW.",0
"@gojekindonesia kak.ini gmana saya mau beli pulsa gak bsa. Padahal saya baru isi saldo gopay trus mau isi pulsa digopulsa malah diblokir.
Padahal saya tidak ada melakukan hal apapun..
Mohon pencerahanya.
No hp:082267727772  pic.twitter.com/T220HQNWkZ",0
"Ayo ayo @gojekindonesia @GrabID bikin shelter! Kalo bisa shelter juga terintegrasi sama stasiun Palmerah, jadi abis turun kereta cuma bisa naek ojol dari shelter 😎
#gojek #grab #ojol #palmerah #stasiun #infojkt #lambeojol pic.twitter.com/dLHF1lbaWo",0
"udah dicoba uninstall juga tetep ga bisa ini gimana ya min, saya mau pergi padahal nanti sore :(",0
"Buat mamang @GrabID dan @gojekindonesia, cik shalat mah tong tinggal ah. Komo deui shalat Jum'at mah. Sing barokah hidup kita.",0
"@gojekindonesia kok saya cb 2x transaksi dgn gopay utk pembelian makanan, gagal terus krn masalah pin? Saya sdh ganti pin tapi ttp ga bisa",0
Awkwkwk jngan gitu kesian wahyunya,0
"Bete banget karena voucher @gojekindonesia Gak sesuai sama ketentuan. Dm di ig dicuekin, nelpon cs disuruh lewat email. Ribet amat.😑",0
Biar mahal 😭,0
perasaan gw udah ga enak dari awal 😒,0
"terkadang driver jd ga mau parkir di dlm krn biasa nya cust suka ga ngerti klo mereka parkir di dlm, dan klo driver minta parkir si cust ngelapor ke @gojekindonesia tolong pihak gojek jika ada cust yg ngadu di mintakan uang parkir, jelasin lahh ke cust nya",0
Ngirim barang ke pdktan tanpa nyebutin pengerimnya ngga min?,0
"Beneran ci, kayanya de jisung nyamar:((((",0
BANGKE CA WKWKWKW NGAKAK AINGG,0
tetep ga bisa :((( pic.twitter.com/hJVpj9WW7Q,0
"Min, bukan akun saya yg diblokir tapi akun si pencuri",0
@gojekindonesia definisi siap  pic.twitter.com/0Tsmm1BsLt,0
"Muternya jauh banget anjirrr
Dan driver pasti gabakal lewat situ krn jauh -.-",0
jemput donk,0
@gojekindonesia gmn ni sampe nangis,0
Dangdut? Lagu apaan?,0
@gojekindonesia  https://twitter.com/Diani_JKT48/status/1167301406010699778 …,0
@gojekindonesia  pic.twitter.com/K59Zt514ZC,0
@gojekindonesia masih ada aja mitranya yg gini modelannya?  pic.twitter.com/KGg7LGIGBW,0
@gojekindonesia @awkarin,0
"@gojekindonesia tonton min, driver atau customer yang salah,
 https://www.instagram.com/tv/B1vHtiBAhMihbCpPluUhrnz1O1dWcwYeYYu3IA0/?igshid=12a0mquawdkkq …
Jangan jadi penjilat harta duniawi, ingat harta ga dibawa mati, anda  tidak pernah tahu dilapanga",0
"Wajar aja naik, gaji lu aja udh pada naik duluan tiap tahun bro cc @gojekindonesia @GrabID",0
Org dicancel gmna liat order,0
@awkarin @gojekindonesia,0
"@gojekindonesia 
Maaf mau tanya, saya kan dapet jadwal tes drive hari sabtu tanggal 31 agustus klo pindah hari rabu bisa ga yah, soalnya besok halangan hadir?",0
"Sebelum akun tsb diblok, bisakah dibantu untuk melacak keberadaan terakhir no tsb? Mungkin dilihat dari history pesanan dsb. Barangkali @gojekindonesia dapat membantu menemukan pelaku tindak kriminal ini. Terima kasih admin yang baik hati.",0
"Baru tahu ya bangg

W korbanya bangg😂😂😂😂",0
@gojekindonesia tolong bapak ini,0
@gojekindonesia 😭😭😭,0
Bukan produk baru di akuuu,0
Arem-arem?,0
Jumat berkah nang mesjid yo bersahabat :)),0
Itu fake,0
@gojekindonesia benarkah email ini dr Gojek?  pic.twitter.com/Ha95maBmah,0
Rumah aku deket bintaro lho,0
aku juga ada kalo ituuu😢😢😢,0
Najis bat cakung,0
Biar product barunya banyak yg pake berarti,0
mekdi dari tempat gue mayan jauh si wkwk,0
Mageran lu wkwkwkwk,0
Halo @gojekindonesia ini klo salah masukin pin gimana cara buat BISA digunakan lagi ?,0
asw w kirain gofood,0
@gojekindonesia,0
@gojekindonesia mo tanya. Aku ada gopay nih tp pk voucher disc 10k. Itu yg 7k nya mesti bayar cash lg apa gmna ya?  pic.twitter.com/KwVod5HM7P,0
Otwww,0
Semoga dengan banyaknya kejadian spt ini @GrabID dan @gojekindonesia jangan cuma nyantumin biaya antar saja ke konsumen tapi biaya parkir juga. Jadi buat driver gada alasan lagi untuk memakirkan kendaraan di dalam tempat parkir tidak di pinggir jalan..,0
apa kodenya nih,0
"Hai, silakan restart aplikasi Gojek Anda dengan cara hapus file sementara (clear cache) yang tersimpan di memori internal pada handphone Anda dan pastikan jaringan internet Anda berjalan stabil ya. Tks^feb",0
@gojekindonesia,0
@gojekindonesia please bantuuin😭,0
"Hai, untuk proses penanganan lebih lanjut silakan mengirimkan email ke customerservice@go-jek.com dengan menggunakan alamat email yg terdaftar pada akun Gojek Anda ya. Terima kasih^feb",0
"@gojekindonesia PANTES AJA LO KALAH SAING APA APLIKASI SEBELAH DARI SEGI APA PUN! PROMO LO KALAH SAING, KECEPATAN LO KALAH SAING, ORDERAN LO KALAH SAING, GIMANA MAU DIDUKUNG AMA ANAK BANGSA?! ORDER AJA SISTEM DPTNYA NUNGGU AMPE MAU 30 MENIT GINI 😕",0
Saya gak bisa akses layanan seperti gambar dibawah pic.twitter.com/KXEXAoPqSZ,0
"Hai Aulia, agar dapat kami proses mohon infokan no hp, email dan alasannya melalui DM ya. Tks^feb",0
@gojekindonesia GAK USAH LO SOK2 BANYAK EKSPANSI KE NEGARA LAIN KALAU NEGARA SENDIRI AJA SISTEM LO MASIH KACRUT BRO!! MAU ORDER AJA KUDU NUNGGU AMPE BERAPA JAM?! TIME IS MONEY?! U RUNNING MY TIME!!,0
"@gojekindonesia min, promo top up gopay 50 ribu dapet tambahan bonus 25 ribu sudah tidak berlaku kah?

Biasanya saya top up 50 otomatis jadi 75, tapi barusan saya top 50 kok tetap 50 ya?",0
@gojekindonesia APLIKASI LO GAK USAH SOK EKSPANSI KEMANA2 KALAU TIAP JUMAT PELAYANAN LO UDAH HAMPIR 20 MENIT BEGINI MULU!!!  pic.twitter.com/N3cKC03Ws5,0
B aja,0
"Hai Nadia, bisa infokan lebih detail untuk kendala Anda? tks^feb",0
@gojekindonesia,0
"Hai Imam, maaf atas kendala tersebut, agar dapat kami tindaklanjuti mohon infokan nomor ordernya melalui DM ya. Tks^feb",0
@gojekindonesia min cara log in via email gimana ya ? Soalnya saya sudah ganti no telpon  pic.twitter.com/qhjqTiVb9r,0
"Hai Mega, setelah dilakukan pengecekan untuk laporan Anda masih dalam penanganan tim kami dan mohon menunggu konfirmasinya kembali melalui email ya. Terima kasih^feb",0
"Selagi bersaing sehat, gak ada masalah. Persaingan akan menciptakan inovasi dan solusi2 baru bagi masyarakat.",0
Costumernya aja yg blo'on.. makanan sampe kok bilang ga sampe.. udah ngibul nyusahin orang pula !!! Pengen makan gratis kali minta duitnya dibalikin juga.. Dasar Bego tuh perempuan !!!,0
"nah bener, komplainnya lewat rating restoran.
semoga besok ga kejadian lagi yak",0
"Hai Fachry, apabila sudah melakukan pendaftaran mohon kesediaannya menunggu konfirmasinya kembali dari tim terkait kami melalui email ya. Tks^feb",0
#2020BangKejoKadishubJakarta,0
@gojekindonesia,0
sama dia malah nanya password sgala,0
@gojekindonesia orderan go food saya statusnya delivery tapi gak saya terima dan gopay saya sudah terpotong.. Pas saya coba hubungi nomer drivernya sudah gak bisa,0
"Cancel order berulang, bikin performa turun. Padahal konsumen sudah dengan driver lain. Tapi jawaban Costumer Service itu HAK KONSUMEN. Konsumen punya hak istimewa dimata operator. pic.twitter.com/V6jpvrMcJF",0
@gojekindonesia,0
"Hai Lisa, maaf atas kendala tersebut, mohon infokan no hp, email, tipe device, tipe OS/IOS dan versi aplikasi Gojek Anda melalui DM ya. Tks^feb",0
Sering disamain sama @gojekindonesia 😂  pic.twitter.com/PlU2Rp0cOI,0
@GrabID *__* @gojekindonesia  https://twitter.com/dosgreb/status/1167294218173239296 …,0
@gojekindonesia kenapa saya gak bs berlangganan ya? Gak ada menu itu di aplikasi saya.,0
Cc @gojekindonesia  https://twitter.com/annisawdya/status/1167113014442545152 …,0
"@awkarin kak pls help him 😩
@gojekindonesia tlg di tindak lanjut 😭",0
@gojekindonesia ko gabisa mulu?  pic.twitter.com/kKEl4gKzfc,0
Ya masa paylater yg jd default bego juga,0
Aku pesen mie goreng mlh  yg dteng nasi goreng😂,0
@gojekindonesia mas gimanaseeeh aplikasi gojek saya kok gabisa dibuka sy jadi gabisa ikutan gopay payday neh padahal gopay sy masih ada isinya hadEEEEH,0
gatau bang coba tanya @gojekindonesia,0
robot,0
"What an utter moron whoever that guy is for claiming that @gojekindonesia is only for the poor. Please remind this piece of imbecile that Gojek is all about hardworking people who just want to make a decent living from a noble & honest job.

 https://www.thejakartapost.com/news/2019/08/29/gojek-only-for-the-poor-resistance-in-malaysia-is-part-and-parcel-of-expansion.html?utm_campaign=os&utm_source=mobile&utm_medium=ios …",0
Emang suka gitu om.,0
"Hai Firanti, kami sarankan sebelum melakukan order pastikan juga metode pembayaran yang Anda gunakan ya. Terima kasih^feb",0
"“Yah kita kan anter sesuai aplikasi. Kalau disuruh anter sama jemput ke sini, ya saya ke sini.  Ntar kalau nggak sesuai aplikasi ntar poin kita yang kena,” ucap dia. 
#ojekonline",0
mimin @gofoodindonesia @gojekindonesia ga pernah dibekelin soale....  https://twitter.com/maulanagituri/status/1167103658355388416 …,0
"Hal yang sama juga dikatakan Rohim. Ia mengaku, tidak pernah mengantar penumpang ke area antar jemput lantaran dia harus mengantar ke tempat sesuai aplikasi. #ojekonline",0
"@gojekindonesia min, kenapa aplikasi gojek saya selalu force close dan tdk bisa dibuka sama sekali ya? Saya pake ios 12.2 dan sudah uninstall-install ulang tapi tetep force close atau keluar tiba tiba gitu",0
"“Ya kalau di sono (area antar jemput) kejauhan. Nanti orderan saya diambil sama ojol yang mangkal di sini,” kata dia saat ditemui di lokasi, Kamis. 
#ojekonline",0
"Hai Toni, silakan mengirimkan email ke driversupport@go-jek.com terkait dengan keluhan Anda. Terima kasih ^yun",0
"Sementara itu, di pintu masuk stasiun MRT yang mengarah ke Ciputat, tepatnya di depan Indomaret, terpantau banyak pengemudi ojol menunggu dan menurunkan penumpang di sana.
Salah satu pengemudi ojek online, Firmansyah, mengatakan, kawasan transit plaza terlalu jauh untuk mangkal.",0
Kenapa beb?,0
"Terpantau banyak deretan motor para pengendara ojol yang parkir di pinggir jalan.
Bahkan beberapa pengendara ojol ada yang terlihat menunggu penumpang di jalur bus TransJakarta yang ditutup pihak MRT untuk kendaraan umum. #ojekonline",0
"Area yang berada di depan Poin Square itu nampak sepi dari ojol. Terlihat hanya sekitar 10 pengemudi yang memarkirkan kendaraanya. Namun, pemandangan berbeda terlihat di depan area antar jemput tersebut. 
#ojekonline",0
moh... ujung2nya nawarin ojek...,0
@gojekindonesia,0
Takut kehilangan pelanggan jadi semakin pelanggan adalah raja mas,0
Haduuuh gak lagi lagi deh make gojek @gojekindonesia,0
Udah di lcancel setelah sejam gw diemin.. itu ada nomor ordernya kalo mau dicheck... biar buat pelajaran driver gak buang2 waktu penumpang. @gojekindonesia  pic.twitter.com/ECL5X6cwEn,0
@gojekindonesia kenapa ya acc gojek saya suka susah login dan suka stuck tolong dibantu dong min:(,0
@gojekindonesia HALOO MINN TOLONGG,0
dear @gojekindonesia ini akun saya diblokir gmn ya? order go-ride jg gapernah bisa.  pic.twitter.com/2F4lMxJ7Sm,0
"Hai Shelvy, untuk perihal tersebut kami sarankan konfirmasi ke pihak Shopee terlebih dahulu melalui no (021) 39500300 dan support@shopee.co.idagar dapat dilakukan pengecekan ya. Terima kasih^feb",0
@gojekindonesia Cara redem vocer AYO MERDEKA selalu gagal,0
"@gojekindonesia selamat siang, akun saya masih pakai nomer yang lama dan email yang sama saya mau bikin akun baru gabisa pakai email yang sama gimana ya",0
"gimana nih jek @gojekindonesia , pf ancur gara2 ginian, order muter terus hilang ga jelas. cc @kejO_Online @Sibalakasadut18 kemaren halodoc yg tiba2 batal sendiri pic.twitter.com/uDM7sKqKWK",0
"@gojekindonesia min, ada yg lapar",0
"Masa dpt lokasi resto jaraknya kira2 6km @kejO_Online @Sibalakasadut18 , Gojek sistem lu gimana sih @gojekindonesia  pic.twitter.com/7TZuK1W7FF",0
"@gojekindonesia Notifikasi Laporan ID : 14487955 saya kirim Gosend dan ternyata barang yang saya kirim nggak sampe ke penerima. Saya sudah lapor, dan setiap saya tanya selalu dalam proses. Sudah saya lampiran nota pembelian dari tanggal 9 agustus 2019. Ta",0
"Kawan sudah 4 bulan registrasi kedai kopinya sampai hari ini detik ini belum juga dihubungi kembali oleh Gojek. Lalu data diri berupa KTP, foto selfie serta  no rekening Bank akan dipakai buat apa?",0
@gojekindonesia cek dm,0
OoOoO bulkum.. 😜,0
"@gojekindonesia mau tanya dong dari pagi saya tidak menerima SMS or tlp otp sama sekali dari gojek, kenapa ya?",0
"@gojekindonesia dapet email ini, maksudnya gimana ya??  pic.twitter.com/yiDwJKTMH4",0
@gojekindonesia,0
"Hallo @gojekindonesia saya pesen brg dr shopee pake gojek instant, tp kok dr 9.38 ampe skrg ga ada update apa2 dr drivernya ya?  pic.twitter.com/Yj7OxbgSGQ",0
Di bulukumba belum ada gojek timek,0
"Saya mendaftar jadi mitra GoFood, sudah lebih 5 hari, bahkan sudah mencoba mengulang pendaftaran, namun masih belum ada respon dari Gojek. Padahal dijanjikan dalam 2 hari akan dihubungi. Nomor telpon yang disediakan 80643109 pun tidak bisa dihubungi. Lalu kemana sy hrs bertanya?",0
"Namun, pantauan  http://Kompas.com  saat jam pulang kerja pada 18.00 WIB, kawasan tersebut belum jadi pilihan ojol untuk mengantar, menjemput, atau menunggu penumpang. 
#ojekonline",0
"Ojol diharapkan mau menggunakan fasilitas itu supaya tidak lagi mangkal di pinggir jalan dan menimbulkan kemacetan. 
#ojekonline",0
"Kawasan transit plaza yang dibangun PT MRT Jakarta diharapkan menjadi pusat pengantaran dan penjemputan transportasi ojek online di stasiun Lebak Bulus, Jakarta Selatan.  
#ojekonline",0
@gojekindonesia @gojektech https://twitter.com/annisawdya/status/1167113014442545152 …,0
"Kejauhan, Area Antar Jemput yang Dibuat MRT Lebak Bulus Sepi Pengemudi Ojol
@gojekindonesia
@gojek24jam http://www.transonlinewatch.com/kejauhan-area-antar-jemput-yang-dibuat-mrt-lebak-bulus-sepi-pengemudi-ojol/ …",0
nah ini efek gak ada tambahan biaya parkir ke customer utk orderan food. cc:@GrabID @gojekindonesia . kejadian berulang terus. bahkan di aplikasi Grab belum bisa kasih tips utk driver Grabfood ( sbg pengganti biaya parkir ).,0
@gojekindonesia kasih motor min :(,0
"@gojekindonesia saya udah upgrade gopay beberapa bulan yg lalu, tetapi sampai sekarang keterangannya ""dokumenmu lagi diunggah"". sampai kapan saya harus menunggu terverifikasi?",0
Bikin dong @matajiwamusic X @gojekindonesia,0
Ga ada yg supply nasbung 🤣🤣🤣,0
Aku pesen nasi ayam malah nggk ada ayamnya 😂🥺,0
"@gojekindonesia dear admin, tlong infonya donk kmrn kn saya top up saldo gopay ke temen saya, tp saya lupa kalau dy terdaftar sbg driver. Nah setelah dicek saldo dy gk bertambah sementara saldo bank saya berkurang .( see attachment)  pic.twitter.com/sUv8Y",0
@gojekindonesia,0
"Hai, ada yang bisa kami bantu terkait dengan layanan Gojek? terima kasih^feb",0
"@gojekindonesia halo min, sy mau tanya kalo mau mengajukan proposal kerjasama sponsorship bgmn ya? terima kasih.",0
@gojekindonesia @DramaGojek @gojek24jam https://twitter.com/annisawdya/status/1167113014442545152 …,0
"Tuh kan,  ada mentong ini anak diluar sulsel eh",0
@gojekindonesia min ga open dm ya? Butuh info soalnya makasih,0
"Hai Fachry, bisa informasikan nomor laporan Anda. Terima kasih ^yun",0
"Hai Herninda, agar dapat kami bantu lakukan pengecekan mohon infokan no hp dan email yg terdaftar melalui DM ya. Tks^feb",0
